tweet,sentiment
"niestety dokonać sam polityk PIS , szerzyć niewniesienie . wszyscy wiedzieć PIS płacić demolka adres opozycja . to polityczny propaganda PIS , podnieść sondaż polityczny . żenada",negative
"być przekonany , rok , być mówić ustawa depisacyjny odbierać funkcjonariusz reżim PIS przywilej emerytalny .",negative
PiS wspólnota . zenada .,positive
"i dług , Pawełek , PiS dojść władza zacząć wypłacać 500 + . . . a pożyczka .",neutral
tak zmiana narracja tydzień dziwny kombinacja PiS przewaga 3 kadencja pewny . tu US zawyżać PiS zaniżać KO,negative
"ja dosadny przekaz inflacja ! inflacja 20 % . jak PIS wygrać wybór , 5 rok ukradnąć 2/3 to , mieć !",neutral
PiS mocno pracować PO wygrać wybory .,positive
wszystko głosować zgodny interes naród . a mieć realny władza . być nasłać PIS PO . nic mądry powiedzieć mieć .,neutral
""" od rok wymuszać zamykać kopalń "" od 2015 rok . PiS swój przystawka - SolPol ulegać realizuć rozkaz Berlin . po miękiszony , "" działalność "" polegać pisać tłita ? za zlikwidowanie nasz suwerenność energetyczny - won !",negative
"to głownie piS'owski "" atak "" panika .",negative
"ponadto , być akademia , Polska być …",neutral
dosłownie pani poseł zrobić Polska kraj ruina Polak biedny człowiek natomiast pozwolić na …,negative
zastanawiać wyborc platforma . z jeden strona podśmiechujka polityk PiS ( słuszny ) drugi lajk brawo dwa kurwa,positive
"info znajomy wybrać ciekawość . malutko człowiek zwać "" marsz papieski "" Warszawa . Nekrofil Kac …",neutral
"ponadto , być akademia , Polska znacznie trudno ruszyć Węgrzech . Komuniści trochę próbować sam początek PRL , zacząć dogadywać stary inteligencką elita Bierut . PiS suma projekt inteligencki .",neutral
PiS obrona swój głupot opowieść bogoojczyżniać JP2 . co kraj obyczaj .,negative
"tak dobry opozycja , Roman Giertych powiedzieć późno , film naprawdę nakręcić PiS .",neutral
"polityk , niezależnie ugrupowanie , osoba # JanPawełII dziedzictwo wykorzystywać walka polityczny . # wybory2023",neutral
wolność według PiS wyglądać,neutral
"to logiczny . PiS , swój kadencja , zostawić pusty szuflada brak przetarg . trzeba dopiero przygotować . i jeden . za PO – wybudować , zmodernizować zrewitalizować blisko 1200 kilometr linia kolejowy . kolejny argument błoto .",negative
no facet 5 . kolumna PiS . jak Gutowski .,negative
"więc dobrze , wrzucić być ty screen . nawet 3 ! Porownajmy : PO dziedziczyć bezrobocie poziom 13 % . po rząde PI PiS dziedziczyć bezrobocie 13 % . PiS kończyć swój kadencja bezrobocie poziom 5 % . uczciwie porównać być województwo .",neutral
"niech wreszcie rzucić kotwica , taki jaki Titanic wreszcie jasny . . .",positive
"ale przyznać , że prowokacja udać PiS mieć swój człowiek struktura PO , blisko Tusk Pyt …",neutral
"oczywiście prócz to , zasługa . z to , pis niebezpiecznie przypominać rekonstrukcja Sanacja okolica 33 - 39 .",neutral
"on wyjebać racjonalność program konfederacja ... on wyjebać jakikolwiek program . . . on cel utrzymać magdalenkowgo stoliczka sam nóżka stać : PIS , PO , LEWICA , PSL",negative
"to antywolnościowy , zgotować kobieta los ? - PiS mieć prawo rozliczać antywolnościowy nie .",negative
"skrobnąć być raz , ustawka PiS .",neutral
"przecież konfederacja liberalizować - PiS realizować program , cieszcie",neutral
Lata dominacja PiS nic nauczyć . poniżanie wyborca partia przeciwskuteczny .,negative
u głosować pis xD,positive
nie wiedzieć być pis sp niemiecki,neutral
Tusk oglądać,neutral
"czyli pis socjalisci ? Piłsudski socjalista . prócz rozwodnikie , drugi ślub brać inny wyznanie , żona wciąż żyć . do dokonać pucz odpowiedzialny to , kto zostać autorytarny rząd , skończyć wrześn ' 39 .",neutral
przecież wakacje wynik zaniedbań PiS rozdmuchania inflacja rekordowy rozmiarow . gdyby inflacja by być nadpłacil 2 - 3x tyle ciąg rok .,neutral
"Marsz "" obrona Jan Paweł II "" . papież oskarżać tuszować pedofilia . o . Gużyński : PiS przejmywać kościół",negative
"nigdy śmieszny . gdy czynienie PiS spółka , obawa powinien śmieszny . # Kaczastrof",negative
"PiS postawić MUR ! ! kto broń dobry imię JPII - przeciwko Polska . ten podział wydarzyć , on …",negative
z polecenie szefowa ( D . Gawryluk ) pracować pis .,neutral
"Oho , zaczynać widzieć morderczy wyścig pis elektorat konfederacja . czyli brunatni zrobić , eh . . .",negative
"i 8 rok złoty rząd PiS potrafić wrócić ? pomóc ? nie dbać to , sądzić kto mieć . spływać nazywać , słowo świadczyć ty . jak być chojrak , miej jajo nazwij matka / żona / córka , zgadzacie .",negative
intencja PiS uczynić Polska partyjny folwark # pISexit,neutral
jaki sukces konto rząd PiS ?,negative
"zdecydowanie mieć racja widocznie tak zwany . obrońca podświadomie cieszyć , odejść , żyć wcale koniecznie musiać by PiS wtedy ? także świętować rocznica zgon jaki ten fajny , narodziny . po chyba musieliby rocznica poczęć już .",neutral
"dzisiaj rozmawiać pisowcem : unia zakazywać palić grill ogród pozwalać kupować samochód spalinowy sprzedać dom , bo zły ściana ! ! a jaki dyrektywa zapisać ? - pytać . POLEGŁ - rozumieć pytanie ! cały PiS .",negative
"PIS obawiać więzienie odpowiedzialność , noc uchwalić Ustawa 100 300 - setnej strona zaszyć punkt …",negative
PiS pobrudzil pomnik Jan Paweł II młodzież myć,negative
"artykuł kategoria "" nie kto głosować "" przygnębiający wizja 3ci kadencja pis",negative
"no wypocileś bzdura TVP info , wiadomość gazeta polski . bo ty popierać PiS dobry sort . w rok 30 ubiegły wiek rasa pan",negative
PiS stan umysł czas pozbyc leśny dziad babć jesień # wpisdu,neutral
"pis kościółek robić podobnie Polska skala oczywiście inny , sam krok rozwaleć demokracja siać nienawiść . oczywiście porównować cierpienie Ukraina doświadczenie . to przepaść , przepis rozwaleć państwo pis czerpać faszyzm prosty",negative
tyle radość rocznica śmierć chyba PiS potrafić zorganizować,positive
niemiecki ambasador wraz swój koleżk określony media mocno postarać PiS kolejny kadencja łebk polecić Polska ponownie niemiecki rząd,neutral
ten rząd PiS najgorsza plaga jaki nawiedzić przedsiębiorca kraj . nawet SLD zaszkodzić przedsiębiorca wy .,negative
PiS lubić .,negative
"bo PiS robić propaganda polityczny JP2 . Wykorzystuje cel polityczny . teraz przykrywka rzekomo obrona JP2 tuszować brudy , przyjemny sprawa , móc zaniżyć sondaż polityczny . PIS obłuda , zakłamanie , chciwość szerzeć nienawiść .",negative
"hahahha . wziąć dokształć kobieto . Pis poparacie mieć choćby SLD . a sprawa ograniczyć aborcja wyczytać zgodnie rozkaz kaczafiy trybunał kucharka , gwiazdka PZPR magister przyłębski żona TW Wolfgang .",negative
"może przypomnić PiS hejtować prezydent Lech Wałęsa , jak PiS oskarżać Wałęsa współudział SB opierać na …",negative
"no tak . bo pis krytykować prawda ? tylko Tusk , Tusk , Tusk .",negative
Frakcja PiS zetrą . ujawniać kulis walka władza,negative
"ja chcieć by być zaznaczyć PiS rządzić , akceptować stanowisko IPCC , kanał youtub wyjaśnić globalny ocieplenie , chyba warto przestać ignorować skoro sporo kolega partia przestać ?",neutral
"artykuł niemiecki dziennik podkreślać , Jarosław Kaczyński mieć poważny problem wymiar sprawiedliwość . w związek postępować ws . prywatyzacja polski grupa Energetyczny , grozić kara pozbawić wolność . # JarosławKaczyński # PGE # PiS",negative
"muszą zatem Rafałem oszczędnie gospodarować , starczyć długo . jedyny polityk opozycja akceptowalny wyborca PIS . wynik Ziobro bardzo lubić , nadzieja wynik 1/99 .",neutral
"oczywiście poziom inflacja , wynikać brak szybki reakcja NBP , duży podwyżka stop procentowy , pewno fikcja kolportować Tusk . DROŻYZNA = PIS",negative
to elektorat PiS .,negative
PiS daleko spadać,neutral
"jeśli znaleźć sprawca , pewno prowokacja PiS",negative
dobra pis,positive
"w wadowica prezes . Limuzyną podjechać biuro poselski PiS . Ilu policjant radiowoz pilnować "" świętość "" …",neutral
"senat RP reparacja obrona JP2 , senator PiS nalegać # kotwicaHistoria",neutral
"Trzymanie stanowisko generał . Szymczyk -po odpalić granatnik związek gangster - dowodzić , PiS ekipa rok …",neutral
około . . każdy kontekst przekop nadzieja Olsztyn Dubaj mrzonek . . perspektywa Olsztyn 90 kilometr Gdańsk nic . przekop coś Elbląga .. złodziej PIS zabiorąć port spec ustawa,neutral
"tak margines elektorat pis . . . na wygraną Zjednoczyć prawica stawiać głównie mężczyzna ( 53 procent . ) wiek 40 - 49 rok ( 65 procent . ) , mieszkający wieś ( 56 procent . ) , posiadać wykształcenie podstawowy średni nieukończonego ( 75 procent . ) .",neutral
Zaczynacie pieprzyć pis po . . .,negative
PiS zdradzać PiS . Atom zastąpić węgiel . Haniebne,negative
"zblatować Pisem , przypomneć nadać człowiek rok , człowiek przyszłość huk kto byle Pis , Andruszkiewicz nagrodzić kpina ? żart jakiś ? mieć sponsor rządowy partyjny Pis , kobieto jęcz",negative
"jeśli duren i / lub degenerat głosować PIS , rozumieć , głosować , mieć państwo socjalny akceptować draństwo produkować PIS , piszę osoba , polski warunki biedny rencista .",negative
"to wojna zrobić Polska "" potęga "" , kanalio . ten wojna spaść niebo , co ? na głowa Ukraińców spadać bomba , PiS cieszyć . Obrzydliwy",negative
"tyle samo mieć Nowoczesny Hołownia , wynik PO uzależnić przepływ elektorat nowy partia . Sondaże każdy raz zaniżać wynik PiS wysoko . koalicja europejski wygrać Trzaskowski Dudą .",neutral
"ty Janusz raczej ciąża ( zagrażać życie ) być , móc świrować tłiterku . chociaż , więzienie posiąść ? : & gt ; Wszystkiego dobry , PiS !",neutral
"nie patrzyć siebie . to , pis mafia pozwalać uogólnienie . taki ściek szcześć jeden , mucha gówno lecieć - historia znany świat",negative
pan widzieć pan ! my PiS robak pan wycieczka ! Radomiu hotel dwa gwiazdkowy PiS mieszkać . tyle mieć !,neutral
bez inwestycja pieniądz KPO gospodarka wchodzić recesja . zarówno brak inwestycja brak KPO zawdzięczać PiS . Nadchodzą ciężki czas .,negative
pań pączek widocznie doczytać : Skumulowana inflacja początek rząd PiS wynieść …,neutral
"wiadomo , że USA głosować większość PiS . w związek zasada profrekwencyjność warunek ,",neutral
czy Polska szykować wojna religijny ? jeśli PiS podgrzewać atmosfera ten niby zamache pomnik JPII ciemno widzieć .,negative
"Kk wielbić nazista zawsze ! dlatego PiS wspierać naziol faszyst Polska , zabiegając poparcie kościół .",neutral
"Bzdura . PiS wprowadzić zakaz aborcja . sprawa ograniczyć aborcja chory dzieciach , rozstrzygać TK wniosek konfy organizacja prolife . wziąć trochę dokształć człowiek ! 2 . od 1989 nie PL sejm partia , mieć wysoki poparcie PiS .",negative
"cwany geszefciarz , "" odpalić "" kampania pis !",negative
"jaki propaganda ? były wyborca PO , PiS , wiedzieć kto zagłosować . Krytykuję rząd porażka , chwalę sukces , swój rozum wiedzieć zero - jedynkowe . powyżej mieć przedstawić dane , liczba , statystyka , twardy dać źródło .",negative
"wściekły szambiarski stacja , pisać PiS prawda .",neutral
""" dla kto JPII ważny , czuć Polak "" . to wynikać słowo rzecznik PiS . na zgodny nauka Karol Wojtyły ?",neutral
"Pis przestać zagarniac , Polak zatrzymać",negative
"musieć , udusza ! usłyszeć być pierwszy poniedziałek , jebnie . oj jebie dzięki PiS !",negative
"i zacząć trzask 2 , akcja szukać haek szkalować tvp pis ... , wiedzieć zagrożenie . . .",negative
"tak głupk rządzić reszta popierać pis . na wygraną Zjednoczyć prawica stawiać głównie mężczyzna ( 53 procent . ) wiek 40 - 49 rok ( 65 procent . ) , mieszkający wieś ( 56 procent . ) , posiadać wykształcenie podstawowy średni nieukończonego ( 75 procent . ) .",negative
kandydat PiS prezydent ? Terlecki podać nazwisko obecnie NIKT nadawać pełnieć funkcja Prez . RP,negative
"Okradanie Polak . konfederacja Lewiatan opublikować lista nowy podatek , opłata danin , wprowadzić rząd PiS . 28 uderzyć polski przedsiębiorca , mocno klient .",negative
"Polsat , tvp , PiS mafijny pajęczyna !",neutral
Franciszek powiedzieć tuszować ? powiedzieć koniec temat . co rozumieć ? wszystko zbijać polityczny kapitał dzilen daleko pis naród . zamiast skupiać zrobić dobry % moher robić JPII wielki krzywda .,negative
"Fantazyjny teoria mecenas . Roman Giertych straszeć : "" PiS szykować sfałszować wybory "" . a pisać luty ?",negative
za miasto rządzić PiS ogrom parking . Tych piętrowy podziemny .,neutral
"ale otwarcie krytykować episkopat PiS , dać spokój . . .",neutral
no inaczej,neutral
przecież policja durć PiS .,negative
pobierać każdy obywatel podatek słuchać partia PO 500 Pis 500 PO 1500 Pis 1500 PiS 2 % kredyt PO 0 % I inflacja hmmm,neutral
"dzień dobry przez rząd PiS Mateusz Morawiecki , podpisać Fit For 55 być móc kupić samochód sp …",positive
"SolPol PiS dupa papież , chodzić słupek wyborczy . Żadna partia osoba publiczny obnosić .",negative
Szczecin LGBT Jebie PiS ratusz homoseksualizm,negative
"mieć prawo , moc zawartego traktat , podpisać L . Kaczyński . traktat prawo obowiązek . PiS mieć prawo . nikt siła UE trzymać , # polexit krzyk . jeśli przystępujesz jakiś organizacja , zobowiązujesz przestrzegać status .",neutral
"ale , wygrać PiS przekonać część wyborca , wcale uważać , pis zło . nie racja , pis zło . jednak hasło trafiać ten , przekonany . to sens .",neutral
"PiS_deczku , cienki być żyletka by być wiedzieć ściskać zwieracz - ob*rać .",neutral
Kosiniak - Kamysz ostro : PiS doprowadzić upadek polski wieś # # Jedziemy # AferyPiS # wieszwiecej,negative
i PiS zbudować tor Świnoujście przewóz kontenerowy . skąd móc wiedzieć ?,neutral
"zaliczać afera PiS póki wychodzić ledwie rok pieniądz stracić być plstfus dzięki rozszczelnieć VAT . od 2008r być być czołówka lekko kilkanaście miliard rocznie . Wszyscy oszusta , opozycja media przewodzić",negative
tylko pis . . . .,negative
"Największą mój obawa , pójść wybory Bóg ila list , właśnie : pewność , PiS mącić , oszukiwać sto raz więcej , robić czas wybory prezydencki 2020 . trzeba działać , kacza # Kaczastrofa zakończyć bezprawie .",negative
to modlić szatański pomysł . tylko PiS gwarantować wolność demokracja .,negative
"znowu prostak obrażać człowiek . PIS zły ciągle wysoki poparcie .To jaki kreatura musicie wy , Polak woleć paskudny PiS ?",negative
to dawny lezec siedziba PiS .,negative
wolność być . pojawić PiS zabrać …,negative
Własna tożsamość : Kryć pedolilię ; Upaść państwowy ; Zapisać papież Klubów gazeta polski PIS .,negative
"koalicja manipulacja kłamstwo wymierzoć konfederacja powiększać się . jedyny głos Tusk , Zandbergiem , wyborcz …",negative
ten 500 + stan umysł gwóźdź trumna . nie POradzić . 3×PiS .,negative
drożyznę Brawo rząd Brawo PiS,neutral
"w 8 rząd PiS , zmiana wprowadzć polski Ład ?",negative
zaś,neutral
"przyszłość Polska wyłącznie PiS . reszta zdrajcy , lewak , komunista kłamcy .",negative
"Uciekł , wrócić , immunitet żaden dawny mieć , PiS większość , immunitet uchylić , sąd . . . cisza . więc rzucić jakiś konkret pobiegnąć prokuratura zgłosić , widać słaby służba .",negative
"Wiezienie pedofil bronia . za rączka pedofila , PiS .",negative
"czyli klęska pis , reparacja",negative
"PiS tworzyć polski kabaret bieżąco , mowa śmierć , znaczyć by samozaorać",negative
no przesadzać . ja tłok Biedronka zaczynać czuć . od elektorat PiS czuć podwyżka woda prąd .,neutral
"pani Basia , sąsiadka . pracować administracja miejscowy komenda MO , mąż , Lucek znany lokalnie …",neutral
"Szymek Władek poczuć 3 rok temu , zorganizowanym propaganda PIS teleturniej lider opozycja szan …",neutral
Matecki kanalia ! PiS szczujć . tvp morderca !,negative
PiS duży motywacja wygrać wybory . ten motywacja cela + . on panicznie bać realny zagrożenie,negative
to PiS zamkną 14 kopalń,negative
"emeryt pułapka . 200 tysiąc osoba czekać ustawa , PiS spieszy",negative
PiS = drożyzna złodziejstwo !,negative
"Czujesz to ? za PO podpierdolić 100 miliard nikt siedzieć , PiS chcieć ukraść 5 milion siedzieć . to chyba nazwać praworządność .",negative
Jebac PiS,negative
przez osiem rok swój rząd trakt kampania wyborczy polityk PiS zapowiadać wprowadzić liczny reforma . nie wsz …,negative
"Nadmuchany moherowy czopek , pan Adrian ?",neutral
"bo oligarchia PiS należeć ramach realizacja program : "" umiar Pokor """,negative
"nikt mówić zmiana . z to , partia powinien zdawać sprawa słabość siła swój mandat . Mandat oprzeć 30 % słaby . za słaby na przykład . fałszywy zakaz aborcja , wprowadzić pis . ( co widzieć codziennie polski samochoda klinika aborcyjny ) .",negative
"trochę cierpliwość . jak PIS wybudować PO powiedzieć , pomysł dzięki powstać .",neutral
"niech symbol hańba upadek PiS . nie maskotka przeżyć powstanie wielki , piękny , mityczny patriotycz …",neutral
"rozumieć , być niszczeć kościół ? inny sprawa , najpierw narodowiec kibic bronić kościoł , potem PiS podchwycić temat",neutral
"Eh . . . no to , znać pis , być wydobywać węgiel okolica jądro ziemia , koniec XXVII wiek .",neutral
"Widząc prawdziwy frekfencja dzisiejszy marsz , Jan Paweł 2 wyrzucić legitymacja PiS kosz … koniec temat …",negative
"Lepsza totalny opozycja totalitarny władza sprawować PiS , nieprawdaż ?",negative
"wiedzieć czyją d**e lizać Oskar Szafarowicz , 22 - letni działacz młodzieżówka PiS , dostać pańs …",negative
Qurwa PiS zrobić Polska mIĘDZYNARODOWY śmietnik ! ! ! więc kto mowa ozdobny pajacu ! ! !,negative
jak wczoraj widzieć być dostać być wysypka pogłębić stan chorobowy powodzenie oglądać słuchać pozdrawiać serdecznie,neutral
tylko Hołownia 2050 głosować KO PiS,neutral
"Czekamy dzialać policja . jezeli odnaleźć sprawca wandalizm , znaczyć , nieudolny . a odpowiadać minister Kaminski rząd PiS . czyli Ziobro również . i JP2 podstawić noga PiS zza grób .",negative
"móc przeliczyć głowa jeden mieszkaniec Polska . kwota euro jaki wynegocjować UE minus kara ( podpowiedzieć , wynosić 0 euro ) . i samo obliczać analogicznie okres rząd PiS ( minisa kara , podpowiedzieć , rekordowy ) .",neutral
ZMOWCY usługa PiS !,negative
"pan Czerstwy cichy podatek , to podnieść PiS",neutral
to wiedzieć wzrost mój faktura prąd 60 % dziękować PiS . . . .,negative
tvp PiS szczować !,negative
konfederacja depczeć pięta głośno mówić prosty podatka … PIS obudzić 8 rok …,neutral
"PiS narzucić swój narracja przestrzeń publiczny 2014 afera podsluchowy 500 + . ponad 8 rok późno Zandberg , uważać być inteligentny , tańczyć PiS zagrać .",negative
"naród potrzebować zmiana PiS PO , potem PiS potem PO pora , człowiek taki szczęśliwy .",positive
""" ja pierdole "" . pozdrawiać prawy , sprawiedliwy myślć , zagłosować najgorszą partia . PIS -",negative
przestarzały . cicho dlugopia zrobiyć : długo PIS .,neutral
"ten instytut Shena Kraków , odczytać stenogram Smoleńsk Macierewicz PiS podważać ?",negative
"wolność PiS lockdown , przymusowy szpryka , zamykać dziecko dom , kagańce bezwarunkowy poddaństwo ukrainie .",negative
"Ten rzecz więcej : blokada wyborca zagraniczny zmiana ordynacja , komisja kościół , PiS betonować reżim Hołownia część lewica udać patriot walczyć PO , czas wyjść ulica . # czasUlicy",negative
"ten wasz # Lisiecki PiS ` owski być , mądry :",positive
"poseł # PiS # Warszawa : R . # Trzaskowski znacząco ograniczyć liczba kierowca Warszawa . coraz często człowiek meldować miasto , unikać ograniczenie . prezydent miasto , zamiast zadbać infrastruktura – wprowadzać ograniczenie negatywny …",neutral
to ponton ratunkowy . on siebie swój partia pogrążać każdy kolejny wypowiedzia .,negative
większość zorientować polityczny hucpa obrona JP2 wspólny . Poszli głównie emeryt blisko królestwo boży kamyczek szal liczyć . PiS zmobilizować swój elektorat kościół zapłacić .,negative
tylko PiS .,negative
"istnieć możliwość jesień gorący , zwłaszcza ulica . za 6 miesiąc spory cześć człowiek zorientować się , ostatni kadencja PiS kosztować uszczupleć dochód 40 % nikt pomysł rozwiazać problem zamordyzm .",negative
. lubić Ukrow robić akcja ochrona rolnik wykazać . parę rok PiS wykańczać plantatorow malina finansować plantacja Bander - land siedzieć cicho,negative
zastanawiać PIS wygrać 3 kadencja ;D,positive
"ten podły śpiewka znać pamięć . PIS hejtować , szczować , szerzyć propaganda , jesteście aniołk . Głupszej opozycja PIS móc wymarzyć .",negative
""" siadać , pałać "" . Ból głowa PiS nowy sondaż",negative
nie obejrzyć,negative
"a tutaj "" kwiatek "" czyli CHWAST PiSObrońca JP . II sekretarz PZPR rok zwalczać swój tow.z partia PiS - stadkaObecnie "" obrońca papież Polak K . Wojtyły vel JP . II , PIOTROWICZ",neutral
"a potem hur - dur płak płak , PiS 38 % sondażach xD",neutral
"PiS SP siadać ostatecznie stół ws list . SP rządzić przekaz ZP sieć , mandat , tło Konfa . z PMM nikt specjalnie liczyć , Szydło warunkować powrót mocny frakcja Sejmie . Sasin Błaszczak tez chcieć wzmocnić co robić JK ? Doły zmotywować ?",neutral
"PiS trumna smoleński dojść władza , myśleć , kolejny kadencja dać trumna papież . nic to , …",negative
to raczej PIS zabierać człowiek wolność systematycznie niszczyć państwo # kaczastrofa,negative
tak PiS noc zwycięzca pełny słońce zmienić nocny ustawka każdy chwila dysponuć większość # KACZYSTAN,neutral
"negatywny elektorat ogromny siła demobilizacyjny . PiS 2015 pochować kukła JK Macierewicz , wystawić nowy morda Szydło Dudę , obciążyć negatywny wizerunkie . mieć podejrzenie , PDT przekroczyć 30 % głównie swój negatywny elektorat .",negative
a PiS atakować ? już pan zakolegować zakolegować on ?,negative
"pieprzeć PiS wygrywać kolejny wybory . zamiast wskazać człowiek wybór , nazywać durni degenerata . serio , poniżać działać płachta byk .",negative
"ZA PIS , obsadzić tyle stanowisko spółka obecny przestepczy opozycja naprawde kradnieć ?",negative
"jak wiedzieć doświadczenie członek PiS musieć mieć wygląd „ lichy , durnowaty „ niczym carski urzędnik wiek .",negative
"kiedy profil partia PIS , dowiedzieć program partia PIS ? ? bo póki co , głupi głupy , czyli hejter poręba non stop wymiotywać opozycja",negative
"ta , cichy umierać demokracja .",negative
nie pierwszy ostatni widzieć intelektualny pustynia młody kadra PO,neutral
przecież red . Olejnik pogrążać,negative
"na PiS , wypadać , "" kradno "" wchodzić biało Konfiderosja . bo chcieć podatek . . . . . Popatrzmy protoplasta mentalny wzór konfiderat - Rosja . . . . . mieć podatek ? - mieć ! być wolność ? - wzor wolność zesłanie własny zdanie . . .",negative
"i praca , łatwo zniszczyć człowiek państwo pis .",negative
"Marsz kwestia obnażać kłamstwo , wyraz sprzeciw wobec kłamstwo . ten prawo człowiek reagować swoisty rodzaj dziennikarski barbaria . w kwestia kłamstwo dziać choćby łam Rzeczpospolita , wypowiedziach historyk pokazuć …",negative
"inny hipoteza PIS sam swój sufit ( 35 % ) być maj nastrój spadać , kampania rozkręcać , wracać JK , 70 - 80 % grupa 60 + ( sic ! ) deklarować głosowanie , wzrastać deklaracja młody . PIS zbliżać 30 % , 1/2",neutral
poseł # PiS # Warszawa : R . # Trzaskowski zrobić Warszawa poligon doświadczalny . transport indywydualny stolica mocno ograniczać . postulat # C40 powoli realizować chociażby poprzez ograniczać miejsce parkingowy . # ProgramPO,neutral
"Pozwólmy mówić . jak raz , sprawdzać .",neutral
"polityk PiS barierk miejsce siedzenie , cały barachło gnieździć tył stojąco barierk . # JanPaweł2 # koncert # Wadowice",neutral
"robić nadzieja . PiS ~50 % , PO ~15 % , różnica ~5p% . Idzie analogicznie .",neutral
"Przestań obszczańcu uprawiać fałszywy propaganda , obalić durny teza . Jesteście przegrywa , swój glupać akcja przyczyniać kolejny zwycięstwo PiS . tylko daleko !",negative
Wpisujemy google pierwszy brzeg . . . . przeliczać czas rząd PO porównować 8 ostatni rok PiS . taki ciekawostka : PiS rozbudowować gazoport . jeden zbiornik . Osiem rok . . .,neutral
"publikowanie reportaż kolejny materiał JPII teraz , wybory przyniosć skutek , jaki dziesiątka milion złoty deć by rada osiągnąć pisowski TVP . to właściwie wyglądać realizacja jakiś podstołowego układ pomiędzy TVN PiS .",negative
PiS podzielić PAPIEŻEM ? no tusk życie wymyślić !,neutral
"bo niektóry Polak wyprać mózg propaganda TVP PiS , ogarniać rzeczywistość bać prawda .",negative
"widzieć chcieć , widać mały zgromadzenie ty strajk kobieta widzieć być tłum garstka kobieta , Widzisz Polska świat , dalsza koegzystencja zabójczy społeczeństwo polski , A podział wschod Wisła Pis ,",negative
"Bielan reszta pisowski złodziej łazić wolność , CBA szukać hak Trzaskowski . . . świat sprawiedliwość PiS .",negative
"nikt , polityk pis propagandą robić propaganda wyborczy . tylko pis poczuć świeży krew tradycyjny trupa sieć demagogie . więc darujyć prymitywny skalkować tekst PiS stosować ubecki , prymitywny metoda durny ty .",negative
"pan Waldemar zdawać zwolennik pogląd , lekiem problem odsunąć PiS władza :)",neutral
"a przepraszać , wypuścić paszkwil Święty Jan Pawle II , jaki stacja , opierać dowód ? to zdanie szczuć ? a robić , szczuć ? na PiS można ? czyżby zbiórka pieniądz słabo iść wzmóc aktywność ?",negative
"w najnowszej "" patriotyczny "" reklama Orlen Lech Kaczyński interesować ja , dostać rodzina zgoda publikacja …",neutral
Europoseł # PiS # Warszawa : # PO oprócz mówić – stary głosowanie przegłosowywać antywolnościowy . ten propozycja chociażby Warszawa powoli zaczynać dokonywać realizować R . # Trzaskowski . # ProgramPO,neutral
dobra pani ! trzeba przyzwyczaić PiS przegra . .,negative
"PiS uwielbiać centralny planowanie . myśleć , czerwony farba , użyć "" zamaceh "" , pochodzić jeden źródło !",positive
KPO robota dzięki PiS pewność wygrać .,positive
"gość dupa PiS , pokazać Tusk zły światło odkryć , stać własny wola zwolennik PiS ale mieć zrytaa fasola",negative
"ciekawy , "" nieznany sprawca "" zniszczenie pomnik Łódź parcie szkło , raczej akcja pomodlić on Świątobliwość . . . monitoring "" się zepsułć "" ? chyba wiedzieć szukać równie energicznie gaybomber PiS = # Kaczastrof",negative
"JPII potrzebować obrona zasługa bronia , chyba bronić taki człowiek SP PIS ORDO JURIS ONR konfederacja nazioli polski . Upolityczniliście JPII dobry związać . Budujecie partia groba . po trup koryt .",negative
"& gt;zostać rozjechać duży redakcja związać PiS . dawaj być duży stacja - który , kiedy , gdziw",neutral
Bartek pogląd Poznać być mieć jeden . ODSUNĄĆ PiS OD WŁADZY Arłukowicz doczekać,negative
pokonać pisior prawda ! ! !,positive
przecież PiS zrobić .,negative
"po 8 rok rząd wiedzieć już , szczytowy osiągnięcie państwo PiS wyprodukować tysiąc porcja kremówka .",negative
"Tusk . gdy trwoga Bóg . nawet ślub kościelny wziąć . teraz diabeł ornat ubrać ogon msza dzwonić "" być katolik , chcieć przestrzegać dekalóg , wierzyć fundamentalny zasada chrześcijaństwo , rozumieć Jezus Chrystus ? to móc głosować PiS konfederacja """,neutral
"rzecznik # PiS # Warszawa : ostatnio mieć być konferencja dotyczyć rzeczywisty program temat budżet państwo zamiar # PO . mówią wprost , należeć podnosić podatek , stopa procentowy - być by katastrofalny skutek milion obywatel kraj . …",neutral
"podobno 10 kwiecień PiS oprócz kremówka rozdawać pociąg , autobus , tramwaj samolot miniaturk TU 154 , a …",negative
"choć zatweetować być zgodnie prawda . dokładnie elektorat PiS . na marsz obrona papież , kryć pedofić Szczecinie iść sam dziadkowie 70 + . Żadne media dokleć młody człowiek . taki prawda .",neutral
"a dzietność spaść najniższych wartosć czas wojna . z drugi strona pis największy , wojna , wzrost smierteloscić Polakow . za pisowski afera znikać miliard iść zliczyć .",negative
"ja pewien , pis raczej znajdą .",neutral
Europoseł # PiS # Warszawa : propozycja # PO założenie miasto # C40 zabierać człowiek wolność . Ruszamy akcja informacyjny prawdziwy program PO . Chcą zabrać człowiek wolność być jasno szeroko mówić . # ProgramPO,neutral
"witać nasz kochan Dagmarkę , nasz 100tys.zl Baby nasz ruch dobroć , miłość , delikatność .W nasz ruch Jebać PiS ...... wspaniały delikatny osoba . . . . .",positive
