title,rate
a rosjiji rzadzic pis ?,-1
zaczynac wygladac to po popelniac_blad pompuc tragedia chlopak coraz wiecej czlowiek dowiadowac patologia,-1
a ic ! sprowadzic wytarc dupa high life pis potrafic,-1
ciekawy centroprawicowocentrolewicowoagrarnoliberalny rzad mozliwy sanna olga znajsc wspolny rzad to pis po_psl sld stworzyc wspolny rzad,1
program pis mysli pierdole gruby pierdolisz ogole ? wiedziec pis mysli polska jestescie_jebany zlodziej rak duzy 89r uwlaszczyliscie polska kradniecie potege jebac pasozyt komunisci pisowski wypierdalaj !,-1
to_tablica hanby pis koszyk_potrzeba zwykly_czlowiek pan_premier morawiecki przeproscie polak drozyzna walczyc zostawiliscie polak sam_siebie nie zgoda rok miesiac na,-1
dlaczego czlowiek myslec pomnik_lodz zniszczyc opozycja ? dlatego_pata prawicowy_bandyta tvpis_mozg spoleczenie,-1
budowe gazoport uchwalic sejm_wiekszosc glos pis tusk po przeciwny po miec_wybor musiec wybudowac decyzja budowa zapasc 2006 rzad kazimierz_marcinkiewicz,-1
kozak necie_pizda swiat wlasciwie necie_pizda komentarz wylaczac swoj_tweet xd pis thebill,-1
taktyka pis polegac_umniejszac afer_odwracaniu uwaga_inny problem_zostac przylapac_inflacja wywolanej pis korupcja szczuciu zlodziejstwo_przestepstwo przyklad_ponizej patologia pis,-1
fatalny_wynik holding_pis iv_kw 2022_rok laczny_strata wielki_czworka producent_energia pge_enei tauron energa 2_5 miliard_zloty miliardowy strata grupa azoty blisko 0_5 miliard strata kghm a sasin pracowac podatek nadmiarowy_zysk kaczastrof,-1
powiedziec lubic_razem wygrac_wybory nie_wyobrazac inny premier tylko stan posprzatac balagan burdel pis tusku musiec,-1
kosciol pis sjpll cham ciagniesz temat nikt po lewicy kosciol koniec tomasz pomieszalo lek ?,-1
nie wszedzie rozklad ! na szczest inaczej pis rzadzic kadencja trzeci pewny !,-1
to szydlo straszyc ? ! super partia ! super rzad ! tylko pis ! straszydlo uwagapis,-1
i pis i kurwizja tepac ciekawy pizdeczek pis die bac,-1
krewny polityk pis spolka_skarb panstwo be like,-1
pan senator lewica poszukac swoj_szereeg pedofilia pis odczepic,-1
pis szarancza,-1
z lad pisiak orwell wojna pokoj milosc nienawisc i_tak dalej_i nalezec czytac mowic morawiecki kumpel program pis korekta znaczeniowy wygladalby tak byc daleko gmatwac system_podatkowy nazwiemy on nasz burdel,-1
po pis partia miec jeden wodz wybory wielki sciema,-1
wspanialy wiadomosc poniedzialek ! rosnac_sila a wraz demokratyczny_opozycja odsuc autorytarny_rzad pis wladza,1
bo sposob naruszac cenny wyborca pis,-1
finlandia poprawka cud urna sdp sld 17 73 40_plus 6 na 200 partia fin konfederacja 17 48 39mandatow plus_1 kok pis 17 00 38 mandat_plus 1 kesk ko 13 76 31 mandat 18 zieloni niedojrzali 11 49 20 mandat_plus 5 vas komunista 8 17 16 mandat_plus 4 inni 16,-1
dzieki obesrany ja tak pis uzyc wszelki walek / waleczk wygrac ! ? zlodziejski ekipa byc on sam wiedziec to antyprofesjonalizm zawodowy,-1
ja_cieszyc trend slabnacy pis konfederacja kazdy rosnaca sile partia_opozycyjny waga zloto a ukrywac kibicowac pl2050,1
niech pis glosowac,1
a jutro opowiesc walka patologi panstwo pis koszt dzialalnosc publiczny_nasz,-1
klamac klamia_klamac patologia pis,-1
tylko opozycja jpii mowic a zakladac przeszkoda znaczyc siak wstawic jakis falszywka film zaden_znaczenie wynik_wybory pis bezczelnie klamac film niepotrzebny,-1
xd pis niczym_inny marzyc wspolny lisc opozycja p,1
0 zarabiac co zyli ? jak dac byc traktowac_tani sila_roboczy sprawa gazoport nazwac pis wybudowac po planowac minister giertych pis zbudowac izere ostroleka przekop kajak cpk nie dziekuj,-1
uzytkownik_spod tag_reparationsforpoland glownie_ruski dziadostwo_ledwo pisac_polsko ! o_dziwno wspierac pis zamiast szarpac kasa lezec stol brac wsparcie_putin walka nasz sojusznik ! rosja twarz pis,-1
rzad_zalewac rynek_zlej jakosc_zboz zelenskie_jednoczesnie pytac_stac ? ? ? tvp morawiecki,-1
piaty kolumna pis kosciol,-1
to manipulacja_polegajyc zestawienie_dane rzad pis komus,-1
szef pis jaroslaw_kaczynski premier_mateusz morawiecki_niektory minister_musiec obawiac_wiezienie twierdzic berliner_zeitung,-1
duzo wymieniac niestety brak miejsce ale ogromny skrot pis szarancza,-1
genialny_wyliczyc to_rozjasnic umysl_beton pisowski wszyscy_uwazac prawo_sprawiedliwosc pis pazernosc szczucie kaczastrof !,-1
cos polska tusk czeredka fajnoteczowa kolorowy glupa polaczki wciaz_wybierac nudny pis why ?,-1
stad pis osmieszyc,-1
glupek stwierdzic wina pis ale jaki wartosc ocena glupek ?,-1
wrecz odwrotnie pis plus usa sila wolnosc_demokracja usa straznik demokracja swiat sb / ub / stasi / kgb robic pozbyc usa kontynent_europejski plan euro azji polaczenie rosja_chiny stary_europa koszt europa_srodkowy polska,-1
czyli pis mityczny rzad swiatowy,-1
byc przekonac wybory pis przypomnic to zrobia wstawka tvn opozycja atakowac_jp2 plus ujecie marsz dodadzic wypowiedz nitras wycinac katolik zdarzyc taki zdanie,-1
po pogubic trudno_dziwic pis wygrywac_wybory parlamentarny prezydencki po przyznawac racja pisowi popierac 500_plus danina pisu_biedny wyborca po proponowac rozwiazanie promowac wydajny praca godziwy placa zamiast ochlap pis,-1
polski zadluzyc_1 500 000_000 000_zloty mf podac szokujacy dane dlugi gierek porownanie za,-1
na pamietac jeden sfalszowac_wybory rzad pis,-1
pis rujnowac miec kraj 2015 dlug_pkb 51_3 2022 dlug_pkb 49 50 kurtyna,-1
pis drenowac_kieszenia dzisiaj_spolka panstwowy_wykazywac rekordowy_zysk orlen_36 miliard_zysk dlaczego ? kiedy_rzadzic,-1
potezny_masakrowac oskar_szafarowicz rzad pis antena_telewizja republika,-1
bez_watpienie bojowka zjepu pis moze powiedziec monitoring dzialac ? dzialac ukartowac pis zniszczyc jpii,-1
ale niby dlaczego pe miec kompetencja zdjac clo import spoza ue cel pomoc_ukrainie ? ze pis sprzeciwiac taki pomoc_ukraina ? ze pis ingerowac autorytarnie dzialanie polski_firma prywatny warunek gospodarka wolnorynkowy ? o_chodzic,-1
wy koniecznie chcecie zeby rzadzil pis jaki miec interes ? koalicja pis ?,-1
po pis lewica wiedziec radosc,1
tlumy tak_wygladac agonia kosciol_katolicki czekamy agonia pis,-1
przestancie straszyc zaproponujc program jestescie zalosny pis sluchac swoj wyborca jacy taki sluchac spelniac obietnica nie scigajcie daleko socjale prawo_kobieta wroze przyszlosc,-1
trzeba myslec oddawalas swoj_kolega pedofilowi potem raz_probowac popelnic_samobojstwo ty mialas dupa liczyc liczyc robic_kariera szczuc pis szczerze wspolczowac dziecko,-1
miec zly_wiadomosc rzad pawlak zadbac rolnik jak pis przywrocic poprzedni wiek_emerytalny rolnik_stracic pierwsze sprawdzic potem rzucac oskarzenie wyzwisko,-1
jebac silny platforme i pis tez jebac i konfe memtzena tez tak_samo lewica zal patrzec mietka jestes przekonac lewica czyms przewyzsza ko_lewica 90 zbieranina pojebow oderwac rzeczywitosci malo prawaki konfy,-1
wszedzie idiocy glosowac pis po dobry idiot klocic jeden polglowka narzekac pis drugi polglowka po narod bezmozg,-1
wyplata miec wielki dzieki pis po podniesc 2 zloty,1
dokladnie tak ! precz pis !,-1
dyktatura padac predko_pozno im pozno upadek glosniejszy ulica zaczynac plynac krew deszczowka historia pokazywac ostatni argument polityka wojna wypadek domowy to_wymysl historia,-1
wygrywac pis misja_tworzyc rzad duda_wiadomo kto pan,1
jpii chronic oszolom pis prosic zeby_byc uzywac wojtyly walka_polityczny propaganda najwazniejsza bydlak ocochodzi,-1
tak bawic dojnazmiana pis,-1
nadwyzka budzetowy morawiecki cudowny sposob stac deficyt pis przekroczyc prog 3 deficyt w recesja w,1
i konfederacja wygrac wy pis pojdziecie pisdu,1
w_czerwiec wielki_marsz warszawa_wyjdziemy ulica byc_strajk oszukanych pis opozycjawygra,-1
czlowieku 0 kupic pare_milion polak tyle zarabiac okragly nic nikt polska liczyc traktowac_tani sila_roboczy wiecej gazoport powstac dzieki pis poczytac zanim_napiszesz,-1
co prezydent zelensky pazerny wiejski ciemniak sam dac wydymac byc glosowac pis ? wypierdc wies ciagnik moc jezdzic,-1
on podpisowac zgadzac morawiecki pis,1
gdzie dokumeny podpisac czas po taki_stopien utrudniac funkcjonowac obywatel daleki perspektywa taki dokument nie miec mijac 8_rok pis a obywatel ograniczani wola wlasny rzad przepis ue,-1
dobrze podsumowanie czlowiek myslec okolo nie potrafic zastanowic skutek_idiotyczny tepy rzad pis troche poczekac najgorsze gowno spadniec ten wygrac_wybory bo hossa skonczyc,-1
odsunac pis wladza pani rutkowski wszedc by koalicja braun ziobra sroczynski problem glosno_mowic,-1
taki koalicja sprawic pis pozegnac wladza sondaz,-1
az bac polski_lad czekac ? upraszczanie podatek pis wzbudzac przerazenie strach pusty_smiech,-1
przeciez podac pis 34,-1
rzecznik pis zaatakowac_dziennikarz czy panstwo wstyd ? wideo wiadomosc chloptasiu konus banda namascic madry inaczej glape prezes kolezka konusa pc razem zakladac srebrna oszusci,-1
z konfederacja maly szansa duzy pis holownia_psl i wyjdzie na jeden ch,-1
pis partia skrajnie_lewicowy,-1
co miec okreslenie demokratyczny narazie partia robic rewolucja falszowac pis samo_demokratyczny reszta parti opozyczyjny,-1
elektorat pis wystarczyc informacja oczywiscie falszywy inflacja_spasc nie wazny pis ukrasc w religia dogmat nikt badac sens dogmat byc tresc to tresc rozumny sens niemy czlowiek pisowcem dogadac_nigdy,-1
nie licytacja rozdawnictwo pis nazywajmy zlo zlo,-1
dzis_kierunek inowroclaw_na niebo_pojawic wreszcie_slonce czy_slonce zaswiecic_dworzec pkp_zielony gora ?,1
via pajda dostac pajda wyznawca pisuar wyborca wyznawcy sekta kupujacy czlowiek,-1
robcie_daleko towarzysz_giertych wasz pelo 10 przekroczyc mozna popierac pis psl walka jp2 samobojstwo,-1
on wpis hejtowac pis,-1
pis lewica_konfederacja pis holownia kosiniak nikt,-1
pis wycinac_las doprowadzic_wyginiec rysio_populacja polak_odbudowywac rok !,-1
niebawem chciec kojarzyc tusk jeszcze_troche pomysl typ barciowy ironia powrot duch liberalizm donek ferajna miec glownie_stary czlowiek sredni_wiek swoj strona no przedzial wysoki_poparcie pis,-1
tauron rakow wlokniarzu zagrywka wyborczy bo ciezkoyc czestochowy pis odbic,-1
propagandalive zapisanie jpii pis paliwo_wyborczy spin_doktor wybory2023 wczoraj rocznica_smierc temat moc_by umrzec mozna wykorzystac prowokacja grzac_temat zamach profanacja atak chrzescijanin to zajac suwerena inflacja,-1
skala_zlodziejstwo pis przerazac nawt skazanych osadzeni zadac sprawiedliwosc widziec nadzieja cela_plus,-1
posluchac ruski gnoj swiety papier_toaletowy pis dupe wycierac potrafic zrozumiec ciekawy kto twoi rodzic,-1
precz_kaczor dyktator_kaczynski zapamietajcie nigdy glosujcie pis przemowienie kaczynski dzien narodowy swieto niepodleglosc byc byc niebezpieczny to prawda precz pis nigdy_glosowac,-1
znowu_prostak obrazac czlowiek pis zly_ciagle wysoki_poparcie to jaki_kreatura m,-1
po karac_po dmuchac po swiecic po jechac po dupcyl pis owc wazny ho lownia,-1
jaroslaw_kaczynski inny_nieliberalny przywodca_stworzyc swoj kraj_system zmuszac_walka pozosta,-1
szef pis poniesc_kolejny bolesny_porazka polak_olac apel_jan p via,-1
jak polityk pis atakowac dziennikarz,-1
wazni sam russki onuce a czlowiek pis olac,-1
zapomniales wspomniec siebie aparatczyka pis ktory wciskac kazdy_bzdura chwale partia,-1
haslo_wyborczy poczciwy polak nie byc idiota glosujyc pis pis zamieniac_polska mafijny sycylia kaczynski_bac tusk grzywy diabel swiecony woda glosujcie opozycje kretacz bubel pis / precz_kaczor dyktator_kaczynski,-1
tak kwestia_religijny prawo mowic cos inny katolik zauwazyc mowic to popierac postulowac otworzyc zakaz taki wbrew_pozor wiekszosc czlowiek dupa aborcja prosty pretekst zesrac pis 500 odwrtn,-1
ubeek pis miara tagrz tvp wasz papiez_franciszek przyznac tv argentyna jpii kryto pedofilia_kosciol wiedziec po mowic nikt_odbierac dokonanie rzecz polska,-1
nie_wiedziec kto skladac wiedziec pis wina reszta klasa_polityczny tez widziec problem dzien temu a zboze_ukrainski dla rolnik pokazac srodkowy_palec samo oba zaslugiwac temat,-1
jestescie idiot o pedofil cisza niewinny pedofil wino pis idzcie_leczyc,-1
wyraznie mowic rzad pis wspierajac ukraina zapominac polski interesa o dbac niemiec francuz amerykanin polski rzad co widac przypadek sytuacja rolnik,-1
pan grzegorz pan opamietac polski prawica zjednoczyc ! pis pomagac polakom pan partia,1
zajrzac_byc tlit trzaskowski boszsz szambaa wylac ! mateckiemu chyba pis grosz rzucic trollowisko uruchomic alez prawaki boja moj prezydent,-1
no czeho rozumiec podatek_zysk kapitalowy_? jak wprowadzyc oprocentowanie powyzej_inflacja teraz inflacja_18 6 lokata max 7_8 pis brac podatek_od strata !_! ! normalnie zlodziej zabawny niektory_popierac,-1
nie pozwolic_wy przykryc_jan pawel_ii wasz klamstwo_porazka musiec_placic wszyscy ! kampaniaprawd s,-1
dzis_7 urodziny_500 plus_podsumowanie przez_pierwszy 7_rok rz,1
minister podpisac dokument przyspieszyc transformacja sprawa samochod_elektryczny tak pis solidarnapl oszukywac obywatel ue nakazac rafal_trzaskowski oszusci,-1
no_tak chcecie_doplacac chociazby rolnik czyli zaplacc ja ty inny co najpierw rolnik potem mysliwi gornik i_tak dalej pis v2 kamraci tylko zamordystyczny,-1
7_rok pis uruchomic_proces gigantyczny_zadluzac,-1
i potrafic uzywac znak interpunkcyjny ! huraaa ! a serio wspolny pis ?,-1
waza los jeden_lista opozycja wybory_parlamentarny miec pis rozdawac nasz forsa kantowac holownia twierdzic pokonac wszyscy kazio przedszkol szymonku polityka telewizyjny reality show,-1
czy rzad pis nadal_pomagac putin ?_blamaz polityka_energetyczny potwierdzc_kolejny polska byc wojna w,-1
to pis poprzec ?,-1
tylko caly narracja spinac po czas mowic praworzadnosc pis d a kara_jakis 2_5 miliard smieszna argumentacja,-1
erdogan pis ?,-1
qrwa byc wazny wyjatkowy dzieki pis bez pis swiat istniec to prosty cud amen,1
od_dlugi czas myslec_byc duzy_swinstw stan_przebic wykorzystywac smie,-1
nie wygrac pis po gdy zorientywac wiekszosc utworzyc popis,-1
jak_zamierzac zareagowac_ewidentny proba_oszustwo wyborczy_wymiana komisarz ogranica,-1
jaki wstyd ? anglik przyklad chwalic rzad pis,-1
tuskoszkoow wypierdalac rzadziliscie polska 8_rok nedza byla bieda glodowy_pensja zakup_zeszyt wygomilisc zmywak 2_milion olakow ter polska przypomnalac rzad pis rozbudowql polske wyszedl poakow godnie zyja niski bezrobocei,-1
o dowiecie tvp tak_zadluzac pis,-1
uwlaszczanie pnastwowy dojec panstwo rodzinny posadka panstwowy dofinansowania swoj mysle chyba wystarczyc ot pis !,-1
taka pisanina dalece nieodpowiedzialny oczywiscie pis trafic smietnik_historia dobrze wiezienie_miejsce przekret nowy wladza miec czarodziejski rozdzka latami naprawiac kaczynski przydupas zepsuc,-1
partia holownia pis wersja light holownia robic promocja kasa nielegalny pochodzenie sam_poczatek pis urzadzac kampania_wyborczy non_stop pomoc rozny ministerstwo instytucja setka_milion zloty,-1
pis rzadzic dlatego potezny wsparcie finansowy_moralny zagranica ten oczko gl swiatowy neofaszystow cel rozbijac ue wiec putin trump oslabna stawac realny obecnie szansa_wygrana spadajac znacznie,-1
pis / po_zlo,-1
tak pis podzielic trudno porozumiec wycieraja geby patriotyzm wiara jakis wielki polska rozbior przegrac sromotnie powstanie polityk wstajacy kolan a ciemny_lud kupowac,-1
kolejny upraszczac podatek la pis ksiegowy doradca podatk przezyc,-1
w_suma smutny groteskowy pis sprowadzic kult papiez zjedzenie kremowka_papieski,-1
wuc_mroczny przyszlosc_m ?_berlinen zeitung_sugerowac lider pis czekac_odsiadka miejmy nadziej,-1
zaczac_2005 rok pis po zaczac niszczyc_polska zobaczcie_co wspolnie_doprowadzic widzicie gdzi,-1
a zauwazyc_byc po 8_rok rzadzic zapytac byc rolnik sam raz pis wybrac nie ? to zamiast walic opozycja zrobcie razem wszystko pogonic ten tragiczny obecny_wladza kaczastrof !_! !,-1
pis szukac_sposob zrzucic_siebie odpowiedzialnosc_chociaz rzadzic_8 rok donald_tusk chelmnie,-1
pisze_siostra taki_drozyzny taki_bida mowic_kolokwialnie pamietac_blisko 30_rok drogo doktor,-1
no przeczytac wczesniejoki informacja zrozumienie sytuacja zmienic tekst drugi jaki_cud miasto miec_by inwestowac teren dyspozycja ?,-1
pis akcja ?,-1
8_rok minac odkad_rzadzic pis ! a zrobic byc kazdy granica_zostac przesuniac oburzenie glownie poziom kanapa brak wspolpraca opozycja zrc walic siebie byleby ugrac 5_minuta sondazach,-1
dlaczego chcecie_doplacac rolnik ? dlaczego placic nic ? z robic partia_prawicowy pis u komunizm polaczyc katolictw,-1
ponizszy_reklama przeznaczyc_czlowiek silny_nerwach byc dowod to_gangrena antypolonizm wciaz wlewac taki panstwo stworzyc my andrzej_duda mateusz_morawiecki pis !_! ! stopukrainizacjipolski_tonienaszawojna,-1
ten swinski pomiot samorzadowce powiat gorowski o pamiec_mylic wyjatkowo podly lachudra chwalic_sie byc pis falszowac_wybory co oczywisty bzdura,-1
dorabia_teoria wlasny_zyczenie lista dac_zwyciestwo pis strategia_dawac stolek se,-1
boszee dziewczyna extra mily sympatyczny wspolczuc zazwyczaj ladny ? natomiast wkurwiac babsztyle feministka zwykle paszteciury niekiedy chamski lesny dziad glosowac pis ?,-1
taki sondaz_korzystny kazdy_partia opozycyjny_obecny rzad pis plus konfederacja_213,1
teraz wiedziec pis chciec_przejsc tvn a bochenek coz daleko kompromitowac tyle on niech_isc woronicz,-1
no pewnie kwestia malo maly ilosc swirow poradzic duzy trudno najwazniejsze najwiecej wyznawca pis zrozumiac zmanipulowac swiat wygladac zupelnie inaczej pokazywac_tvpis,-1
geniusz pis taki premier_minister finanse i_tak dalej wiec,1
trojpodzial_wladza zalecac spoleczny nauczac kk encyklika jp_ii jan xxiii pawlavi wczesny papiez a zatem obrona_jpii pis hipokryci to kaczastrof,-1
ciagniecie tenat po nitka klebka okazac zapewne kolega dyrektor posel pis bo sprzedaz nieszlac pare tysiskow lewo wyprowadzic budzet podzial dyrektorem posel,-1
o temat wydatek polityk publiczny_pieniadze zaczac pis ?,-1
czlowiek czytac komenatra przerazona !_! ! zamiast_zjednoczyc zaprzestac kult jednostka zrecie smiac !_! ! ani_po pis nie miec zadny poparcie zebysmy przetrwac !_! !,-1
a wina_tusk cisnac pis ? szkoda cisnac praworzadnosc pis dzialac,-1
rzad po_psl podarowac mafiom vatowski_paliwowy 250_miliard pis 200_rok dawac tvp czy po nowoczesny reszcie holota myslicie polak wierzyc debilizma ? dobrze zrobic zapas pampers pazdziernik kolejny_4 rok wycie,-1
wysoki zwolnienie firma zus covid szczescie pis zgodzic zwolnic wszystek koszt byc_by kosmiczny juz mowic ten po wymyslic glupa 13 tki pis chciec wycofac cich 14 tek po podniesc raban pis,-1
konfederacja swiatopogladowo pasowac pis gospodarczo po_/ ko teraz konfederacja grac wybory wygrac j,1
ja dlugi_czas przekonywac wynikac miernosc bylejakosc polityk opozycja wielkosc pis pis pseudo katolski sekta dawno skurwilac zbydlecilac widocznie narod musiec jebnaca sam dno zanim zrozumac,-1
adam_walterowicz przez_pierwszy piec_rok pis zrobic dobry rzecz powiedziec nie ale_pozno zaczac_psuc,-1
pis ograniczyc_ustawa moc_by dzielic_zjednoczona prawica_prezes uniknac_nacisk szantaz_strona rozny,-1
oczywiscie prawda w trakt_rzad pis sredni bezrobocie wysoki trakt_rzad po dodatkowo kompletnie pomijac sytuacja makrogospodarczy swiat,-1
za pis realny placa dol inwestycja dol rosnac wplyw podatek ? no oczywiscie rosnac rosnac inflacja gdyby patrzec dobry rzad ever polska rzad mazowiecki zwiazek hiper inflacja nominalny wplyw_budzet rosnac szybko,-1
to koniec tusk posluszny niemiec pis ? bo idac tokie rozumowanie pis ugiac kark niemcami zamknal wiecej kopalnia po,-1
koszt dwukrotnie trzykrotnie tak rozszerzeniem 500_plus pierwszy zaproponowac po cisnac dlugo pis wprowadzic 20_miliard zloty_rocznie wiecej tak dodatk cieplo najpierw dodatek weglowy pozno koszt 2_raz,1
jak_zamierzac zareagowac_ewidentny proba_oszustwo wyborczy_wymiana komisarz ograniczyc mozliwosc glosowanie polonia pis czy wybory ogol uznac zgodny_konstytucja ?,-1
adam_walterowicz przez_pierwszy piec_rok pis zrobic dobry rzecz powiedziec nie ale_pozno zaczac_psuc nawet rolnik solidarnosc typowy wyborc pis u mowic daleko moc goscradiazet,-1
oceniac twoj miara mejza zreszta pzpr pis niczym rozny o przepraszac przekupic kosciol,-1
a zrobic poslanka posel pis ?,-1
janpawelii dezinformacja inwigilacja sprzyjac pis owi ?,-1
kiedy ekshumacja pogrzeb ofiara zwrot zrabowac majatek wolynie ? doly smierc swiadczyc barbarzynstwa ukrainiec koniec finansowac banderowc podatek polak pojde wybory pis przegrac,-1
jak wybierzecie ponownie pis tansze podatek obiecywac morawiecki,-1
zaatakowales raz bronic a rzad akurat pomoc dodatek zadluzyc strasznie moze zerknij kto pis wspolpracowac zobaczyc mejze jaki ozdoba oczywiscie ziobro kto przystawka byc_by calkiem niezle,-1
to manipulacja_polegajyc zestawienie_dane rzad pis komuszych porzadke 2005 koncowka rzad po 2014 2015r,-1
pis oszukac polak przestrzegac_prawo putin oszukac wolny swiat_zachod napadnac ukraina,-1
zacznijmy to wygladac schemat pis wymyslac jakis pierdola wybrac grupa czlowiek oplacac rozdawac wyborczo nastepnie szlachetny po proponowac szlachetnie rozszerzyc bzdura imie sprawiedliwosc spoleczny powiekszac,-1
taki_mentalnosc holland wiadomy przyczyna 90 pisowcow pierwszy_rzad pis nie_dac oszukiwac popisowcom wspierac ruch rodacykamrata,-1
naprawde ? nie co przyczepic ?_przypomne tylko pis wygrac_wybory dzieki polski_wies zatem pretensja_siebie zle podjac_decyzja,-1
szykowac_kolejny rok_autorytarny rzad pis pan_sroczynski wiatrowskiy najw,1
ale konfederacja nalezec izolowac stanowic_zagrozenie polska tylko pis przymilac dziwny jedyny_szansa koalicja ty byc asystent jkm wiedziec nadajesz jakikolwiek dyskusja jalowy,-1
w_urzad miasto_inowroclawi rozmawiac_byc problem_samorzad narzucac_centralizacja pis odbierac kompetenc,-1
oczywiscie pomoc obudziliscie katolik patriot obudziliscie gigant 3_kadencja pis murowac,-1
dzieki_taki debil pis trzeci_kadencja zapewnic,-1
jesli chcecie gospodarka dobrobyt nie glosujcie pis pis biedapis,-1
niech zgadny okrege_wiekszosc mialo po zliczyc zadany czas dac a okrege_wiekszosc pis zliczyc dac jaki prosty zwykle chamski jawny_oszustwo,-1
moralnosc pis szukac dziewictwo kvrwa,-1
jedyny fundowac pis kaczastrof,-1
chelmnie_bezlitosnie obnazac_niekompetencja sprawa_rolnictwo pis szermowac haslo wsparcie polski_wies realnie robic wrecz szkodzic,-1
wlasnie odzyskac byc dzieki pis nigdy bandyta po,-1
gdzie niski_pierwszy rzad pis ? caly rok_2008 efekt pis,-1
a swietowac_rocznica katynie ? ile_raz czlonek pis katastrofie_smolenski poleciec miejsce kazni oddac_hold stalinowski ofiara ?,-1
nie chciec umierac pis swoj wojny,-1
jezeli pis sprowadzic_jan pawel_ii rola_kremowka isc_niszcza wszystko_co dotknac,-1
pan_michale pan ocknac nie malo prosic uswiadomic grac pan razem pis przekonywac pan rolnik strzeliliscie samoboja no po wy zalatwic pis teraz wiedziec zrobicie silosa pole,-1
michal ty byc byc mowic byc glosowac pis dac ty dupa,-1
gdzie mozna ? czy monika falej podawac daleko tt grafika haslo jebac pis pelnic czas funkcja przewodniczacy komisja etyka poselski podzegac przypadek nienawisc ? chciec zmieniac swiat zacznij siebie nie ?,-1
zlodziej pis skonczyc wiezienie_miejsce niejeden rezim obalyc komunizm wieczny,-1
kolejny pisiarz uwazac stac_ty oplacyc podatek nakladac rzad pis nadac pogar,-1
zamordowac pis mikolaj_filiks !,-1
za po bezrobocie_niski pierwszy_rzad pis i co ? polski_gospodarka rozwijac bezrobocie sukcesywnie spadac pomijac chwilowy zawirowanie gospodarczy,-1
ale to ? ? ? po 8_rok nieszczelnoscic jakis ? to byc stratn porzez nieudacznik pis ?,-1
pis cofniec zaden kretactwo oszustwo zwiekszyc szansa_wygrana,-1
a_pozno powiedziec znow wina pis a potrafic trzymac_reka na koldr,-1
pan jan dodac to obecnie pis strasznie upolityczc jpii pis wykorzystywac_jpii kampania_wyborczy atakowac przeciwnik w ostateczny rozrachunek szkodzic jpii mlodziez nachalna partyjny_propaganda zostac odrzucc,-1
to czlowiek rozliczenie roczny dostawac zwrot dowod to rzad pis m cy obracac pieniadz_podatnik 20 inflacja oznaczac zakamuflowac zlodziejstwo,-1
po wygrany_wybory pis sowicie zostac wynagrodzic konfederacja dodatkowo ten bielany zer daleko zostac doic ciekawy 4_rok dalszego rzadzic inny partyjka moze nowy daleki rzadzenie co krasc,-1
az_przyjsc pis rozpierdolic,-1
alez dzban elyty pis papiez papierz glabie,-1
tak tak on by sprzedac pis prosty sprzedawac,-1
pis 2007 przegrac w koniec zdobyc 11 mandat 2005 pamietac 5 pkt,-1
zakladac stad pokazywac liberal zlo wcieloc to oczywiscie kontrskuteczny chodzic walka pis kluczowy alternatywa prawica polska,-1
szkoda pochod bog organizujecie innowierca posagow stawiajcie zapominac podstawa chrzescijanstwo wartosc sam wylacznie papiez nauka bog typowy polityka pis trumna autorytet grzac emocja,-1
ten_jasny ksiadz szymek pis zjednoczyc syfie katotalib odsunac pis wladza krytykowac_kazdy krok ko zabawny,-1
no mocno_oberwac zasluga po polski przejsc_kryzys miara suchy stopa mocno nadgonic zachodni gospodarka czas za po bezrobocie_niski pierwszy_rzad pis,-1
dzis_7 urodziny_500 plus_podsumowanie przez_pierwszy 7_rok rzad pis 2016_2022 urodzic_polska t,1
pis smiec wladza_oddadzic on sila sejm usunac prosto wiezienie,-1
zamordowac pis pawel adamowicz !,-1
pis goowno odzyc,1
miec 64 rok aktywnie pomagac byc obalec prl krew_zalewac duzy_ilosc rodak widziec widziec pis cofac sredniowiecze,-1
to podstawowy warunek twarz pis brak kregoslupo twardy dupa,-1
zorganizowac_grupa przestepcz pis kaczastrof,-1
pan doskonale ze pis wygrac ten wybory nic falszowac pisac pan swiadomie klamstwo wydarzc pan rzc wytrzymowac takim klamca ?,-1
jebac lewaczek pisowski tepy przyglupac kurwa obrazek dupa pogazowac pedale pisowski stary bab zlota kcpzpr pis w twork internet ?,-1
zamordowac pis andrzej_lepper !,-1
przeciez opcja pis powinien_byc zaznaczyc popierac taki_zachowanie,-1
na_przyklad swinoujscie zobaczcie dzialac szkodnik donald_tusk rzad pis po owoca pozn,-1
jak sfalszowac_wybory pilotazowy program pis,-1
zamordowac pis barbara blida !,-1
podobac ostatni wybory dziennikarz czytac posel program partia zamieniyc wywiadach posel po chwalic program pisu jechac swoj samo posel pis chwalic program po jechac swoj wystarczyc program zamienic nazwa_partia,-1
jebac jebac pis jebac,-1
czlowiek wysmiewac emeryt matka glosujyc pis obrzydliwic perfidia zlo bezczelnosc_pogarda,-1
nieudacznicy pis zrzucac prawny robota zwykly_czlowiek sam potrafic wyegzekwowac niemiec odszkodowanie reparacja,-1
tylko pis !,-1
mieszkam 2007_rok dublinin widziec pis robic polska tak_naprawde zamieniac_polska irlandia sprzed 1979 rok rozwod nielegalny o antykoncepcja mowic kobieta traktowac inkubator 8 th amendment,-1
